"","sample.PCR","sample","rep","count","taxon","taxonomic_level","SampleCode","Sample_label","Sample_rep","Sample_date","Extraction_date"
"759","e00309-C","e00309","C",1,"Syngnathus_leptorhynchus","species","2021_KAHS_B_1","Kah shakes kelp","1","6/12/21","11/18/21"
"760","e00309-C","e00309","C",163,"Stichaeidae","family","2021_KAHS_B_1","Kah shakes kelp","1","6/12/21","11/18/21"
"761","e00309-C","e00309","C",804,"Artedius_harringtoni","species","2021_KAHS_B_1","Kah shakes kelp","1","6/12/21","11/18/21"
"762","e00309-C","e00309","C",531,"Oxylebius_pictus","species","2021_KAHS_B_1","Kah shakes kelp","1","6/12/21","11/18/21"
"763","e00309-C","e00309","C",60,"Oligocottus","genus","2021_KAHS_B_1","Kah shakes kelp","1","6/12/21","11/18/21"
"764","e00310-A","e00310","A",1285,"Clupeidae","family","2021_KAHS_B_2","Kah shakes kelp","2","6/12/21","11/18/21"
"765","e00310-A","e00310","A",827,"Salmonidae","family","2021_KAHS_B_2","Kah shakes kelp","2","6/12/21","11/18/21"
"766","e00310-A","e00310","A",300,"Cymatogaster_aggregata","species","2021_KAHS_B_2","Kah shakes kelp","2","6/12/21","11/18/21"
"767","e00310-A","e00310","A",1231,"Pholis","genus","2021_KAHS_B_2","Kah shakes kelp","2","6/12/21","11/18/21"
"768","e00310-A","e00310","A",541,"Ammodytidae","family","2021_KAHS_B_2","Kah shakes kelp","2","6/12/21","11/18/21"
"769","e00310-A","e00310","A",285,"Anoplarchus","genus","2021_KAHS_B_2","Kah shakes kelp","2","6/12/21","11/18/21"
"770","e00310-A","e00310","A",28,"Aulorhynchus_flavidus","species","2021_KAHS_B_2","Kah shakes kelp","2","6/12/21","11/18/21"
"771","e00310-A","e00310","A",245,"Apodichthys_flavidus","species","2021_KAHS_B_2","Kah shakes kelp","2","6/12/21","11/18/21"
"772","e00310-A","e00310","A",128,"Hemilepidotus","genus","2021_KAHS_B_2","Kah shakes kelp","2","6/12/21","11/18/21"
"773","e00310-A","e00310","A",6,"Oligocottus","genus","2021_KAHS_B_2","Kah shakes kelp","2","6/12/21","11/18/21"
"774","e00310-B","e00310","B",6548,"Clupeidae","family","2021_KAHS_B_2","Kah shakes kelp","2","6/12/21","11/18/21"
"775","e00310-B","e00310","B",1130,"Salmonidae","family","2021_KAHS_B_2","Kah shakes kelp","2","6/12/21","11/18/21"
"776","e00310-B","e00310","B",2057,"Pholis","genus","2021_KAHS_B_2","Kah shakes kelp","2","6/12/21","11/18/21"
"777","e00310-B","e00310","B",2508,"Ammodytidae","family","2021_KAHS_B_2","Kah shakes kelp","2","6/12/21","11/18/21"
"778","e00310-B","e00310","B",829,"Cottidae","family","2021_KAHS_B_2","Kah shakes kelp","2","6/12/21","11/18/21"
"779","e00310-B","e00310","B",342,"Anoplarchus","genus","2021_KAHS_B_2","Kah shakes kelp","2","6/12/21","11/18/21"
"780","e00310-C","e00310","C",6253,"Clupeidae","family","2021_KAHS_B_2","Kah shakes kelp","2","6/12/21","11/18/21"
"781","e00310-C","e00310","C",2618,"Salmonidae","family","2021_KAHS_B_2","Kah shakes kelp","2","6/12/21","11/18/21"
"782","e00310-C","e00310","C",1042,"Cymatogaster_aggregata","species","2021_KAHS_B_2","Kah shakes kelp","2","6/12/21","11/18/21"
"783","e00310-C","e00310","C",751,"Pholis","genus","2021_KAHS_B_2","Kah shakes kelp","2","6/12/21","11/18/21"
"784","e00310-C","e00310","C",789,"Ammodytidae","family","2021_KAHS_B_2","Kah shakes kelp","2","6/12/21","11/18/21"
"785","e00310-C","e00310","C",2796,"Anoplarchus","genus","2021_KAHS_B_2","Kah shakes kelp","2","6/12/21","11/18/21"
"786","e00310-C","e00310","C",985,"Citharichthys_stigmaeus","species","2021_KAHS_B_2","Kah shakes kelp","2","6/12/21","11/18/21"
"787","e00310-C","e00310","C",674,"Oncorhynchus","genus","2021_KAHS_B_2","Kah shakes kelp","2","6/12/21","11/18/21"
"788","e00310-C","e00310","C",6,"Oligocottus","genus","2021_KAHS_B_2","Kah shakes kelp","2","6/12/21","11/18/21"
"789","e00311-A","e00311","A",827,"Clupeidae","family","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"790","e00311-A","e00311","A",517,"Salmonidae","family","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"791","e00311-A","e00311","A",133,"Cymatogaster_aggregata","species","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"792","e00311-A","e00311","A",116,"Pholis","genus","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"793","e00311-A","e00311","A",470,"Ammodytidae","family","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"794","e00311-A","e00311","A",58,"Anoplarchus","genus","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"795","e00311-A","e00311","A",221,"Oncorhynchus","genus","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"796","e00311-A","e00311","A",85,"Citharichthys_stigmaeus","species","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"797","e00311-A","e00311","A",144,"Stichaeidae","family","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"798","e00311-A","e00311","A",12,"Actinopteri","class","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"799","e00311-A","e00311","A",111,"Hexagrammos_decagrammus","species","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"800","e00311-B","e00311","B",3363,"Clupeidae","family","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"801","e00311-B","e00311","B",1272,"Salmonidae","family","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"802","e00311-B","e00311","B",2408,"Cymatogaster_aggregata","species","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"803","e00311-B","e00311","B",654,"Pholis","genus","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"804","e00311-B","e00311","B",2565,"Ammodytidae","family","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"805","e00311-B","e00311","B",2,"Anoplarchus","genus","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"806","e00311-B","e00311","B",1282,"Oncorhynchus","genus","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"807","e00311-B","e00311","B",782,"Citharichthys_stigmaeus","species","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"808","e00311-B","e00311","B",341,"Enophrys_bison","species","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"809","e00311-B","e00311","B",388,"Apodichthys_flavidus","species","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"810","e00311-B","e00311","B",851,"Hemilepidotus","genus","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"811","e00311-B","e00311","B",3,"Oligocottus","genus","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"812","e00311-B","e00311","B",182,"Rhamphocottus_richardsonii","species","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"813","e00311-B","e00311","B",119,"Oncorhynchus_tshawytscha","species","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"814","e00311-C","e00311","C",3206,"Clupeidae","family","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"815","e00311-C","e00311","C",2800,"Salmonidae","family","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"816","e00311-C","e00311","C",1740,"Cymatogaster_aggregata","species","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"817","e00311-C","e00311","C",956,"Pholis","genus","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"818","e00311-C","e00311","C",2809,"Ammodytidae","family","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"819","e00311-C","e00311","C",444,"Anoplarchus","genus","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"820","e00311-C","e00311","C",2,"Artedius_fenestralis","species","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"821","e00311-C","e00311","C",352,"Stichaeidae","family","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"822","e00311-C","e00311","C",1465,"Sebastidae","family","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"823","e00311-C","e00311","C",3,"Oligocottus","genus","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"824","e00311-C","e00311","C",328,"Artedius_harringtoni","species","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"825","e00311-C","e00311","C",832,"Oncorhynchus","genus","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"826","e00311-C","e00311","C",1,"Nautichthys_oculofasciatus","species","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"827","e00311-C","e00311","C",7,"Bos","genus","2021_KAHS_B_3","Kah shakes kelp","3","6/12/21","11/18/21"
"828","e00313-A","e00313","A",9,"Cottidae","family","2021_KAHS_B_4","Kah shakes kelp","control","6/12/21","11/18/21"
"829","e00313-A","e00313","A",1,"Anoplarchus","genus","2021_KAHS_B_4","Kah shakes kelp","control","6/12/21","11/18/21"
"830","e00313-A","e00313","A",3,"Oncorhynchus","genus","2021_KAHS_B_4","Kah shakes kelp","control","6/12/21","11/18/21"
"831","e00313-A","e00313","A",3,"Enophrys_bison","species","2021_KAHS_B_4","Kah shakes kelp","control","6/12/21","11/18/21"
"832","e00313-A","e00313","A",2,"Salmonidae","family","2021_KAHS_B_4","Kah shakes kelp","control","6/12/21","11/18/21"
"833","e00313-B","e00313","B",2,"Cymatogaster_aggregata","species","2021_KAHS_B_4","Kah shakes kelp","control","6/12/21","11/18/21"
"834","e00313-B","e00313","B",31,"Cottidae","family","2021_KAHS_B_4","Kah shakes kelp","control","6/12/21","11/18/21"
"835","e00313-B","e00313","B",3,"Gasterosteus_aculeatus","species","2021_KAHS_B_4","Kah shakes kelp","control","6/12/21","11/18/21"
"836","e00313-B","e00313","B",3,"Salmonidae","family","2021_KAHS_B_4","Kah shakes kelp","control","6/12/21","11/18/21"
"837","e00313-B","e00313","B",2,"Clinocottus_acuticeps","species","2021_KAHS_B_4","Kah shakes kelp","control","6/12/21","11/18/21"
"838","e00313-C","e00313","C",9,"Cymatogaster_aggregata","species","2021_KAHS_B_4","Kah shakes kelp","control","6/12/21","11/18/21"
"839","e00313-C","e00313","C",4,"Pholis","genus","2021_KAHS_B_4","Kah shakes kelp","control","6/12/21","11/18/21"
"840","e00313-C","e00313","C",29,"Cottidae","family","2021_KAHS_B_4","Kah shakes kelp","control","6/12/21","11/18/21"
"841","e00313-C","e00313","C",1,"Oncorhynchus","genus","2021_KAHS_B_4","Kah shakes kelp","control","6/12/21","11/18/21"
"842","e00313-C","e00313","C",2685,"Gadidae","family","2021_KAHS_B_4","Kah shakes kelp","control","6/12/21","11/18/21"
"843","e00313-C","e00313","C",1,"Clinocottus_acuticeps","species","2021_KAHS_B_4","Kah shakes kelp","control","6/12/21","11/18/21"
"844","e00313-C","e00313","C",1,"Apodichthys_flavidus","species","2021_KAHS_B_4","Kah shakes kelp","control","6/12/21","11/18/21"
"845","e00314-A","e00314","A",625,"Clupeidae","family","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"846","e00314-A","e00314","A",1150,"Cymatogaster_aggregata","species","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"847","e00314-A","e00314","A",405,"Pholis","genus","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"848","e00314-A","e00314","A",206,"Gasterosteus","genus","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"849","e00314-A","e00314","A",396,"Oncorhynchus","genus","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"850","e00314-A","e00314","A",936,"Stichaeidae","family","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"851","e00314-A","e00314","A",1283,"Aulorhynchus_flavidus","species","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"852","e00314-A","e00314","A",388,"Cottidae","family","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"853","e00314-A","e00314","A",620,"Actinopteri","class","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"854","e00314-A","e00314","A",488,"Lepidogobius_lepidus","species","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"855","e00314-B","e00314","B",1167,"Clupeidae","family","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"856","e00314-B","e00314","B",994,"Salmonidae","family","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"857","e00314-B","e00314","B",4343,"Cymatogaster_aggregata","species","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"858","e00314-B","e00314","B",2,"Pholis","genus","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"859","e00314-B","e00314","B",1865,"Ammodytidae","family","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"860","e00314-B","e00314","B",1866,"Artedius_fenestralis","species","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"861","e00314-B","e00314","B",1520,"Stichaeidae","family","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"862","e00314-B","e00314","B",4475,"Gadidae","family","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"863","e00314-B","e00314","B",2059,"Aulorhynchus_flavidus","species","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"864","e00314-B","e00314","B",2313,"Cottidae","family","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"865","e00314-B","e00314","B",1789,"Apodichthys_flavidus","species","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"866","e00314-B","e00314","B",711,"Pleuronectidae","family","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"867","e00314-B","e00314","B",467,"Oncorhynchus","genus","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"868","e00314-C","e00314","C",1901,"Clupeidae","family","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"869","e00314-C","e00314","C",242,"Salmonidae","family","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"870","e00314-C","e00314","C",3509,"Cymatogaster_aggregata","species","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"871","e00314-C","e00314","C",1,"Pholis","genus","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"872","e00314-C","e00314","C",1188,"Gasterosteus","genus","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"873","e00314-C","e00314","C",4810,"Stichaeidae","family","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"874","e00314-C","e00314","C",86,"Gadidae","family","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"875","e00314-C","e00314","C",2231,"Aulorhynchus_flavidus","species","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"876","e00314-C","e00314","C",1103,"Cottidae","family","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"877","e00314-C","e00314","C",1580,"Actinopteri","class","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"878","e00314-C","e00314","C",1396,"Oncorhynchus","genus","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"879","e00314-C","e00314","C",3,"Oligocottus","genus","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"880","e00314-C","e00314","C",3,"Ammodytidae","family","2021_DALL_A_1","Dall bay eel","1","6/14/21","11/18/21"
"881","e00315-A","e00315","A",861,"Clupeidae","family","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"882","e00315-A","e00315","A",345,"Salmonidae","family","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"883","e00315-A","e00315","A",1593,"Cymatogaster_aggregata","species","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"884","e00315-A","e00315","A",1134,"Pholis","genus","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"885","e00315-A","e00315","A",192,"Ammodytidae","family","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"886","e00315-A","e00315","A",189,"Anoplarchus","genus","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"887","e00315-A","e00315","A",431,"Oncorhynchus","genus","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"888","e00315-A","e00315","A",1102,"Stichaeidae","family","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"889","e00315-A","e00315","A",1390,"Cottidae","family","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"890","e00315-A","e00315","A",770,"Gadidae","family","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"891","e00315-A","e00315","A",599,"Aulorhynchus_flavidus","species","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"892","e00315-A","e00315","A",8,"Oligocottus","genus","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"893","e00315-A","e00315","A",27,"Liparis_fucensis","species","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"894","e00315-B","e00315","B",4491,"Clupeidae","family","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"895","e00315-B","e00315","B",4551,"Cymatogaster_aggregata","species","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"896","e00315-B","e00315","B",2366,"Pholis","genus","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"897","e00315-B","e00315","B",1,"Gasterosteus","genus","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"898","e00315-B","e00315","B",890,"Anoplarchus","genus","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"899","e00315-B","e00315","B",2597,"Oncorhynchus","genus","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"900","e00315-B","e00315","B",1,"Artedius_fenestralis","species","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"901","e00315-B","e00315","B",711,"Stichaeidae","family","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"902","e00315-B","e00315","B",2860,"Cottidae","family","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"903","e00315-B","e00315","B",3707,"Gadidae","family","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"904","e00315-B","e00315","B",4127,"Aulorhynchus_flavidus","species","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"905","e00315-B","e00315","B",126,"Oligocottus","genus","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"906","e00315-C","e00315","C",784,"Clupeidae","family","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"907","e00315-C","e00315","C",1068,"Salmonidae","family","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"908","e00315-C","e00315","C",920,"Cymatogaster_aggregata","species","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"909","e00315-C","e00315","C",2167,"Pholis","genus","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"910","e00315-C","e00315","C",865,"Gasterosteus","genus","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"911","e00315-C","e00315","C",2089,"Anoplarchus","genus","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"912","e00315-C","e00315","C",1705,"Artedius_fenestralis","species","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"913","e00315-C","e00315","C",3263,"Stichaeidae","family","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"914","e00315-C","e00315","C",2331,"Cottidae","family","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"915","e00315-C","e00315","C",1056,"Hexagrammos","genus","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"916","e00315-C","e00315","C",1146,"Aulorhynchus_flavidus","species","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"917","e00315-C","e00315","C",807,"Enophrys_bison","species","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"918","e00315-C","e00315","C",86,"Gadidae","family","2021_DALL_A_2","Dall bay eel","2","6/14/21","11/18/21"
"919","e00316-A","e00316","A",1215,"Clupeidae","family","2021_DALL_A_3","Dall bay eel","3","6/14/21","11/18/21"
"920","e00316-A","e00316","A",128,"Salmonidae","family","2021_DALL_A_3","Dall bay eel","3","6/14/21","11/18/21"
"921","e00316-A","e00316","A",2290,"Cymatogaster_aggregata","species","2021_DALL_A_3","Dall bay eel","3","6/14/21","11/18/21"
"922","e00316-A","e00316","A",1763,"Pholis","genus","2021_DALL_A_3","Dall bay eel","3","6/14/21","11/18/21"
"923","e00316-A","e00316","A",211,"Anoplarchus","genus","2021_DALL_A_3","Dall bay eel","3","6/14/21","11/18/21"
"924","e00316-A","e00316","A",550,"Syngnathus_leptorhynchus","species","2021_DALL_A_3","Dall bay eel","3","6/14/21","11/18/21"
"925","e00316-A","e00316","A",241,"Artedius_fenestralis","species","2021_DALL_A_3","Dall bay eel","3","6/14/21","11/18/21"
"926","e00316-A","e00316","A",723,"Stichaeidae","family","2021_DALL_A_3","Dall bay eel","3","6/14/21","11/18/21"
"927","e00316-A","e00316","A",440,"Gadidae","family","2021_DALL_A_3","Dall bay eel","3","6/14/21","11/18/21"
"928","e00316-A","e00316","A",202,"Hexagrammos","genus","2021_DALL_A_3","Dall bay eel","3","6/14/21","11/18/21"
